cpf;rg;nome;data_nascimento;cidade_nascimento73772193637;214750534;Enid Reichel;07/06/1915;Bakersfield
57972551855;547250334;Jazmyne Orn;16/09/1968;Norfolk
49379622373;915038349;Carlee Beahan;19/06/1920;Durham
69350047383;488964785;Randal Murphy;20/05/2008;Colorado Springs
46344391947;321113474;Gage Schumm;25/02/2021;Stockton
87418408282;987340153;Kade Anderson;01/05/1952;Birmingham
95442473583;773162341;Jaqueline Schuppe;18/02/1952;Mesa
39896541510;899062029;Emma Lueilwitz;04/06/1920;Long Beach
23827011222;362260045;Logan Johnson;21/06/1995;Santa Ana
33089300707;972144239;Summer Von;26/10/1918;San Antonio
78516725991;454919946;Peter Osinski;23/02/2020;San Jose
11482756474;951513340;Alphonso Quigley;11/09/2007;Mesa
33509725155;964736447;Derick Marquardt;20/06/1952;North Las Vegas
42913341422;910693147;Samson Heller;21/12/1954;Milwaukee
85168522126;554695245;Elise Stanton;03/09/2005;Anaheim
60110280786;248287676;Keagan Emard;21/04/2019;Las Vegas
44485945668;255101283;Darby Sipes;13/02/1929;Seattle
26942100859;365926284;Micaela Streich;28/01/1926;Newark
10013630176;579056637;Amelie Kreiger;27/09/1924;Pittsburgh
99982923512;955624459;Hal Jacobs;01/07/1971;San Diego
40570088552;762981013;Geo Huel;30/09/1997;Newark
91029809125;279076470;Jeffrey Mohr;01/12/1978;San Diego
58662925864;876997464;Emily Farrell;28/10/1937;San Francisco
76587435260;589150488;Raleigh Anderson;28/12/1973;Reno
31407773907;326332803;Yolanda Johns;23/07/1932;Chesapeake
98927923285;110697680;Nels Zulauf;16/01/1914;Lubbock
31010774459;629465981;Granville Bins;07/06/2013;Fort Wayne
86763160581;170916747;Americo Shanahan;18/08/1950;Pittsburgh
66422249574;638825937;Concepcion Breitenberg;25/08/2006;Columbus
63461309357;863371458;Miguel Jerde;21/02/1908;San Francisco
79503608959;538381756;Paige Huel;28/06/1900;Sacramento
54177797455;548533527;Queen Reilly;11/08/1972;Scottsdale
25932423743;730018865;Jerald Johnston;13/09/1909;Glendale
86699822924;720393139;Reggie Lakin;07/01/2015;Louisville/Jefferson
67563888529;737189205;Lowell Cummerata;20/11/1997;Chicago
35713108489;502070087;Taryn Anderson;02/04/2018;Newark
32339231269;852798859;Stella Bergnaum;16/12/2009;Tucson
10912762792;253494219;Kenton Schuppe;20/06/1930;Corpus Christi
60884538759;141049812;Anya Runolfsdottir;02/12/1930;San Bernardino
87960411021;193494542;Brando Turcotte;09/11/1990;Lincoln
36413492720;323269218;Alize Braun;30/11/2010;Indianapolis
57272675059;783789476;Delpha Ward;09/07/1929;Oklahoma
25136663154;136526512;Gianni Trantow;12/05/1928;Long Beach
37044361425;401929550;Jovany Pollich;11/01/1989;Fort Wayne
84308548768;453571356;Keara Yost;13/04/1940;Madison
44234044780;595769727;Emory Stark;27/10/1952;New York City
35025861450;264439303;Toy Kerluke;11/01/1914;St. Paul
86700769392;123179616;Jamel Ullrich;11/10/1956;New York City
71474520056;947914714;Nayeli Botsford;19/02/2015;Las Vegas
77983278714;189495389;Bonnie Stroman;03/10/1960;Austin
96861233828;818331480;Carolyne Eichmann;27/12/1931;El Paso
48035033989;737624752;Hattie Rath;31/01/1921;Pittsburgh
88142584894;577059077;Elta Jewess;01/10/1985;Durham
93665490172;763876580;Pete Jenkins;18/03/1979;Laredo
11020264475;249870997;Myrtle Labadie;21/04/1971;Long Beach
20971647120;839675104;Omer Reynolds;01/05/2004;Glendale
24491399017;618961159;Candace Bayer;24/12/1940;Greensboro
50070811270;880484988;Hermina Mueller;17/07/1963;Long Beach
14059207764;258218165;Anastacio Beer;26/10/1932;St. Petersburg
67985953462;690642860;Bernardo Hoppe;04/01/1922;Miami
79041902504;328153614;Shemar Kuhlman;29/12/1998;Pittsburgh
78187834750;132504485;Aurore Gulgowski;20/08/2003;Washington
85705322364;505106261;Abraham Schmidt;26/12/2023;Oakland
21348409892;536837559;Timothy Stamm;02/05/2013;Arlington
72447048811;605424225;Idella Treutel;02/07/1916;Stockton
25933669676;623020979;Ryleigh Feil;06/08/1910;Santa Ana
22020262994;584660318;Jayne Sauer;26/07/1926;Philadelphia
29902621547;820854243;Jaylin VonRueden;08/09/1923;Portland
27165854701;565650178;Barbara Davis;09/08/1942;Detroit
25984908700;376812487;Jordy Bernier;29/07/1955;Lubbock
13862777680;194409907;Tyrell Beahan;03/01/1989;Mesa
79411059947;233246856;Ernestina Boehm;12/08/1943;Honolulu
67842598247;637818172;Melvin Powlowski;12/09/1905;Bakersfield
34984869249;329423622;Johan Mertz;19/08/1918;Lubbock
48517245787;432709389;Vivien Padberg;01/10/1988;Mesa
69653384569;378987370;Liam Bradtke;27/04/2010;Fort Worth
62113538837;607848606;Marcelo Bogan;26/05/1957;Louisville/Jefferson
96721648461;495857288;Israel Cole;10/04/2019;Lincoln
13571247038;891294258;Jayce Becker;23/04/1901;Newark
43316425581;157334183;Ramona Mayert;24/09/1925;Minneapolis
84075037780;835937659;Mavis Bergstrom;10/04/1990;Oklahoma
62688206883;734972706;Kaitlyn Gerlach;16/02/1970;Jacksonville
33335618845;847140597;Camryn Sanford;25/12/1939;Charlotte
66998406054;793690708;Amelia Hills;12/01/1962;Fremont
27424988760;675881347;Dianna Schaden;27/09/1993;Chula Vista
72985416635;982835617;Darrion Windler;09/03/1940;Chicago
11860768918;455096620;Leonel Anderson;10/12/1927;Jersey
51886101518;254921503;Xavier Breitenberg;26/02/1927;Tulsa
92116370234;817099106;Oscar Zulauf;25/08/1958;Corpus Christi
76371301191;153721357;Alexandro Brakus;16/08/2019;Newark
66480327176;243528922;Yasmine Nicolas;16/02/2000;El Paso
65450533102;788659483;Bethany Boyer;03/07/2011;Sacramento
96257725955;242992601;Calista Pfannerstill;13/04/1919;St. Petersburg
80779858494;409838688;Lera Nicolas;12/05/2012;Reno
51519360831;586649754;Veda Halvorson;07/04/1930;San Diego
36125931131;202548472;Bret Klein;17/03/1924;Oakland
77734054725;947220021;Lillian Harvey;23/11/1979;Tampa
47813947887;484342408;Anais Huel;25/08/1932;Las Vegas
39635172448;356364422;Felix Predovic;30/06/1973;Jacksonville
27694658352;117522428;Cortney Lang;27/09/1966;Fresno
15231241548;979812985;Turner Smitham;30/07/1977;St. Louis
62089363904;517043164;Jed Abshire;11/11/1987;Pittsburgh
48500511687;410937446;Tomasa Harris;03/08/1923;Newark
79542101215;579945879;Filomena Runte;16/07/1946;Anaheim
64693903831;211384184;Rafael Ullrich;16/09/1942;Virginia Beach
22485851218;942273505;Shyann Mitchell;26/09/1957;Henderson
31371438455;775911025;Cecil Zemlak;31/05/1903;Virginia Beach
78328559667;840230925;Wilburn Hodkiewicz;04/05/2010;Lexington-Fayette
12870647923;167556923;Jaydon Schulist;11/12/1962;Columbus
56740195064;800926794;Bria Gislason;22/03/2022;Austin
36179744874;973726713;Beulah Predovic;09/08/1992;San Francisco
74231561481;185397352;Gretchen Prosacco;11/10/1905;San Antonio
68365169896;663243660;Kieran Gutkowski;16/06/1999;Dallas
78538907226;381788149;Cara Mills;30/03/1935;Virginia Beach
53177364707;987969701;Katelyn Champlin;22/06/1902;Chula Vista
72557085533;880392437;Cullen Prohaska;23/11/2009;Baton Rouge
99618285156;116971083;Terence Douglas;01/08/2001;Las Vegas
93515487708;832751524;Ayden Jakubowski;08/12/2004;Phoenix
14699518323;582399274;Catherine Mohr;24/12/1957;Cleveland
26490818660;542338133;Melyna Roob;09/07/1972;Jersey
80330369903;643953578;Stevie Beahan;22/01/1917;Greensboro
93549730479;179887053;Garnet Anderson;07/09/1990;Baton Rouge
86781399539;769069201;Jett Rodriguez;01/07/1965;Detroit
58393679918;111245396;Bonita Maggio;28/12/2001;Charlotte
33354128817;698145157;Tobin Grant;02/02/1943;Detroit
88648538609;286460162;Yasmine Considine;26/07/1952;Wichita
68041769891;682895595;Gunner Jacobi;06/12/1910;Boston
99060698690;844514516;Javon Buckridge;25/01/1996;San Jose
79748227195;276784168;Astrid Hudson;29/02/2016;Mesa
73476590191;119198455;Faustino Schroeder;24/06/1959;Sacramento
23475225473;737662863;Ethelyn Bashirian;18/08/2018;Tulsa
67091308247;389072009;Korey Rohan;29/07/1969;Laredo
43537263564;709080388;Kolby Kutch;25/11/1949;Charlotte
35082449798;448267270;Bernadine Halvorson;24/10/1980;Albuquerque
12834219282;950844593;Lilyan Rowe;01/03/1918;Fresno
51580233270;871289788;Kenyatta Bechtelar;01/04/1919;Birmingham
16565594399;759216506;Gisselle Hermann;07/01/1933;Mesa
79478517635;929075289;Ashlynn Ziemann;09/09/1928;Fresno
42576923828;316338839;Gilberto Okuneva;17/01/1944;Bakersfield
46232939365;232831710;Hudson Kuhn;14/01/1992;Colorado Springs
41308176181;828472708;Alfreda Towne;22/01/1964;Tucson
57757658501;859200918;Cassandra Cronin;27/09/1979;Long Beach
63417257270;596886918;Devonte Koss;16/08/1926;Henderson
42783017597;126315794;Estefania Pagac;07/03/1937;Chula Vista
62601570961;181808012;Justine Deckow;17/08/1973;Los Angeles
48265316294;947951206;Cyrus Schroeder;28/05/1942;Sacramento
33533776031;771165037;Francisca Considine;14/10/1983;Tucson
28576819472;792820334;Mohamed Mayert;25/07/1909;Lubbock
43951390751;421858016;Makenna Windler;01/10/1914;Louisville/Jefferson
66311558420;405257568;Kayden Mayert;19/12/1939;Atlanta
19220142386;763250971;Mireya Greenfelder;15/06/2012;Fort Worth
60101173980;244049951;Vanessa Dickens;23/02/1909;Kansas
19561494013;258643186;Jalon White;26/07/1938;Garland
32311636153;590955027;Billy Goyette;31/10/1994;Chula Vista
74575858896;867667716;Marian Rowe;02/10/1921;Raleigh
13180695003;648100012;Braulio Koch;10/08/1909;Long Beach
76586357761;580044269;Joan Mayer;11/08/2017;Chicago
79765518515;789136098;Santina Lesch;14/07/1956;North Las Vegas
91304631966;432389126;Vidal Grimes;16/03/2012;Jersey
72906356633;238587021;Brycen Feest;08/08/1907;Los Angeles
75353536464;125345388;Brandyn Collier;01/07/1950;Cincinnati
55866996050;938779248;Lavinia Klein;21/05/1922;Jacksonville
86257504440;109165380;Catalina Beier;27/08/1958;Milwaukee
33512864392;567093034;Rico Lesch;04/09/1944;St. Louis
71265398593;828021101;Audreanne Cummerata;26/12/2022;Winston-Salem
70716002012;652243377;Joel Goodwin;24/12/1993;Bakersfield
75401204749;531694894;Bella Grimes;26/02/1921;Fresno
16668161918;285951034;Keegan Wiegand;18/05/1917;Albuquerque
40293247988;295827720;Cynthia Hayes;13/04/1924;St. Paul
90861158935;374403081;Kelvin Kuhn;03/09/1983;Indianapolis
39231503195;130163048;Craig Brown;10/09/1994;San Francisco
44118973829;191351888;Cheyanne Bartell;09/09/1914;Chesapeake
67692077043;379941884;Shanny Marquardt;27/01/1966;Santa Ana
63075267722;610033763;Willow Wisoky;16/10/2023;Detroit
20174617122;359030258;Walter Hoppe;07/05/1989;Lexington-Fayette
88722376250;918398195;Quentin Wunsch;04/02/1917;Boise
97546045687;823071487;Joey Weissnat;03/10/1943;Milwaukee
63910022086;442820213;Abel Hand;30/07/1939;Baton Rouge
16884317467;255928892;Hal Champlin;09/06/2017;Lincoln
12216719553;683601828;Deshawn Lebsack;13/03/1988;Colorado Springs
80816362140;406563435;Macey Dickens;06/03/1998;Las Vegas
72335363813;607153859;Hipolito Rutherford;08/11/1906;Lincoln
68785904479;772311403;Maudie Mosciski;20/07/1973;Detroit
51024918673;516115930;Darrin Langosh;23/03/1924;Hialeah
54417941037;120303402;Flavio Wolf;18/09/1918;New York City
63174718867;918388207;Joanie Thiel;21/04/1955;St. Louis
96932763255;751406019;Jasen Wintheiser;28/09/1921;Honolulu
83140663433;668295743;Treva Jerde;15/10/1997;Anaheim
32986356334;615152865;Ettie Ratke;28/12/1976;Denver
38998134080;531361039;Norma Gleason;23/03/1945;Milwaukee
81684605442;324131802;Enrique Muller;06/03/1998;Stockton
15911460851;399745451;Vincent Roob;14/03/1988;Mesa
79549228484;730799074;Dashawn Bogisich;11/04/1946;Durham
44605476247;757342543;Renee Douglas;07/09/1928;Milwaukee
16840883752;973074332;Rudolph Leannon;25/09/2001;Omaha
19653075850;358662707;Dusty Rempel;26/02/1954;Minneapolis
93925944705;935907906;Maud Bradtke;02/04/1961;Laredo
70524584843;677938958;Issac Graham;22/04/1935;Chicago
28326351414;270087182;Anita Lesch;08/06/2015;St. Louis
54626980444;529979275;Maximus Rohan;18/05/1905;Glendale
31923023973;445513441;Bert Legros;02/06/1919;Glendale
21643427769;355342824;Meghan Haley;27/09/1950;Wichita
76095183343;557419796;Cade Lubowitz;06/03/2011;Bakersfield
12748334305;160043861;Philip Rempel;10/05/1940;Albuquerque
45831725646;173288584;Tillman Douglas;29/10/1968;Pittsburgh
67175881291;661611200;Nellie Terry;01/10/2000;Seattle
70850601469;813454423;Caleigh Schneider;27/03/1918;Baltimore
32428705805;852899124;Keara McCullough;14/12/2003;Newark
98264807690;708488652;Zoie Hills;29/03/2011;Baton Rouge
28916224213;244714590;Anabel Steuber;04/04/1969;Omaha
16146024375;148970535;Damon Smitham;24/07/1944;Plano
10477093214;406185934;Jamal Stoltenberg;18/02/1946;Sacramento
27197222884;747560357;Kathryne Mertz;24/07/1924;Virginia Beach
91972143935;820800621;Keeley Streich;26/05/1983;Boise
31155665002;391004630;Lynn Lueilwitz;25/03/2007;Omaha
36251673431;275489622;Ryann Schmidt;25/06/1981;Boise
37084571762;421221494;Uriel OReilly;02/02/1941;Portland
69701920624;613642580;Deven Reilly;25/08/1948;Winston-Salem
92832105897;372866356;Vivienne Casper;03/09/1952;Newark
59601619943;197220977;Macie Medhurst;28/07/2020;Portland
82146804185;129438474;Florencio Rowe;29/08/1964;Omaha
39785845878;626171239;Kelsi Jerde;23/03/1931;Pittsburgh
22250781301;382945773;Francesco Dickinson;10/05/1929;Greensboro
32554774353;569272867;Zack Streich;09/02/1990;Lincoln
85718185141;860248541;Trudie Runolfsdottir;16/03/1949;Detroit
21416649598;738429853;Vada Greenfelder;17/05/2007;Scottsdale
51268929712;580935871;Columbus Hagenes;18/05/1936;Phoenix
57587766458;351098384;Adriel Champlin;11/01/1907;Miami
79820209674;522253058;Eliane Marks;28/12/1921;Denver
30735518942;726099584;Margret Kulas;30/09/1980;Chicago
83809108499;219354133;Frieda Trantow;06/07/1902;Memphis
29479018930;660735408;Pauline Osinski;11/06/1955;Madison
41629107159;834593143;Emmalee Monahan;09/06/1917;Miami
32551205828;771617967;Kristina Cronin;11/11/1928;Fremont
83914089415;385093215;Lambert Larkin;01/07/1907;Milwaukee
67792619061;694333046;Tabitha Kuvalis;07/01/1974;Baltimore
10321497223;925720636;Nora Lebsack;31/05/1925;Washington
18064722080;357858979;Noemi Schoen;18/04/2013;Albuquerque
96529189396;447752783;Elenora Brekke;01/09/2012;Chula Vista
14249603626;837822465;Lisandro Welch;12/03/1974;Miami
89783107789;424419597;Mercedes Eichmann;30/08/2014;Chesapeake
64313906572;852285697;Don Kohler;14/05/1981;Arlington
25287493286;490645631;Ardith Johnston;10/12/1909;Chula Vista
87925074926;884198613;Bulah Langworth;24/01/2018;Madison
65186970091;423224753;Madisyn Runolfsdottir;16/06/1958;Washington
56155588492;917916837;Kiley Hamill;18/11/1906;Baltimore
71642908240;461707278;Leone Skiles;01/04/1979;Lexington-Fayette
41429017826;256416363;Winston Grant;19/05/2022;Chandler
72693913893;280015701;Rita Mueller;27/03/1943;Dallas
93344684242;816936750;Adella Watsica;12/09/1930;Durham
13503539206;677764893;Jaron Oberbrunner;07/01/1992;Baltimore
22854721864;600925310;Murl Ruecker;09/05/1949;Scottsdale
65265146611;302756565;Julie Armstrong;02/05/1939;Irvine
57622514371;932160942;Otho Fay;13/07/1972;Boise
41914858489;261969891;Florencio Becker;17/08/1961;Pittsburgh
24332024653;674326077;Nelson Eichmann;06/10/1903;New Orleans
48346417857;987566386;Genesis Simonis;09/09/1993;Raleigh
58188657331;430361548;Janiya Kuphal;03/03/1925;Hialeah
56823000826;800331430;Hobart Jast;31/03/2020;Stockton
48987624845;403614334;Marta Kilback;11/05/1914;Indianapolis
81074287513;170468947;Maudie Buckridge;30/01/2022;Las Vegas
71009595907;890185037;Jennings Padberg;26/02/1913;Toledo
62442453702;572437707;Dayana Torphy;16/08/1911;Bakersfield
19919475993;772398753;Concepcion Runolfsdottir;10/05/1925;Irving
20607446828;486697556;Cara Anderson;10/11/1911;Milwaukee
69849957163;983890610;Nicole Osinski;22/11/1958;Toledo
52548681776;517981305;Tatyana Botsford;28/11/1942;St. Louis
33730012408;580572461;Albert Auer;26/11/1990;Boston
83466398465;863450303;Elsa Damore;17/11/1922;San Jose
12792548782;832727243;Megane Olson;02/09/1928;San Francisco
25733357305;759873529;Mark Nikolaus;07/06/1941;San Bernardino
81199299456;339238404;Jedediah Fritsch;16/01/1975;St. Louis
91717582481;422589462;Katlyn Abernathy;26/07/1991;Austin
83882491521;913298596;Deondre Mosciski;22/05/2016;Scottsdale
74208668075;422768614;Michel Borer;19/04/1948;Fresno
30390806274;590473144;Brenna Hermiston;01/09/2000;Atlanta
46146314491;179358445;Camden Nitzsche;02/11/1936;Denver
78395462193;770377267;Hipolito Toy;17/01/1930;Atlanta
48801225676;241045364;Jordon Labadie;05/11/2004;Hialeah
57606611595;782705916;Gabe Fisher;25/04/1926;Atlanta
62311834064;589439897;Juana Quigley;02/07/1911;Houston
70302840754;924104802;Brittany Macejkovic;30/09/1958;Cincinnati
75186060262;611402440;Scotty Ledner;29/08/2012;Scottsdale
55074297850;356854038;Justus Upton;18/01/2022;Durham
27416114239;423308600;Talon Wisozk;20/12/1919;St. Petersburg
40255082666;603535433;Ludie Reilly;27/12/1946;Miami
99407990237;745769202;Claude Bins;25/07/1939;Memphis
18298755986;906038145;Onie Okuneva;21/12/1993;Fresno
70209079791;376483843;Amaya Grady;28/11/1995;Cleveland
24547452335;213789151;Zakary Thiel;22/10/2014;Aurora
17822465232;899241863;Gerald Carroll;04/01/2013;San Antonio
58699568350;454068861;Kip Wisozk;08/09/1929;Indianapolis
94130096936;554058378;Yesenia Wisoky;14/09/1935;Norfolk
58710100919;750255523;Lacy Corkery;18/02/2003;Greensboro
41235859382;247979087;Monica Hodkiewicz;28/11/1950;Glendale
63917537392;444241272;Chad Boyle;20/03/1907;Jersey
43589651143;934174387;Vella Yundt;24/01/2002;St. Louis
86249706642;664791854;Lacey Douglas;29/10/1967;Baltimore
47093865545;709821403;Maryse Emmerich;25/06/1941;Chicago
73488902928;744870468;Shawna Bins;29/11/1946;Riverside
93730848813;167387684;Godfrey OReilly;14/01/1975;San Diego
28971413007;772282429;Dianna Oberbrunner;07/02/2017;Phoenix
42094689308;367785187;Arnold Mayer;01/02/1967;Arlington
17514635697;122249369;Valentin Wolf;09/08/2002;Aurora
51289825899;457901148;Kobe Graham;01/02/1911;Buffalo
96567498262;378928979;Bennett Mann;08/07/1961;Garland
62157604056;648136697;Juliet Mayert;01/04/1959;Santa Ana
67459341732;239088287;Wellington Abernathy;07/04/1923;New Orleans
79376812222;985473588;Roslyn Dooley;23/05/1954;Los Angeles
12770564985;664128016;Maureen Dooley;26/03/1929;Columbus
89929094584;959371929;Eriberto Orn;02/01/1930;Phoenix
37389745088;966204594;Ismael Conn;30/09/1942;Minneapolis
41697108958;952598143;Alessandro Witting;18/09/2002;Fresno
44158587652;126665430;Eloise Mann;28/10/1931;Birmingham
81140827797;554034088;Marc Lebsack;01/01/1924;Glendale
15270997824;295715812;Reggie Bechtelar;16/09/1917;Tampa
74517959404;635040144;Tiara Kihn;25/12/1911;Las Vegas
